"id";"parent";"level";"type";"name";"part";"v_total";"v_eu";"v_nation";"v_proc_eu";"v_proc_nation";
"16-1-7";"16-1";"d";"Subtask 16.1.7";"Issuing of permits for public fundraising and public fundraising audit";;435;0;435;"0.0";"100.0";
"16-1-7-1";"16-1-7";"e";"Administer";"Ministry of the Interior and Administration";"42";184;0;184;"0.0";"100.0";
"16-1-7-2";"16-1-7";"e";"Administer";"Voivodes";"85";251;0;251;"0.0";"100.0";
"16-1-8";"16-1";"d";"Subtask 16.1.8";"Control of activity of sworn translators";;978;0;978;"0.0";"100.0";
"16-1-8-1";"16-1-8";"e";"Administer";"Voivodes";"85";978;0;978;"0.0";"100.0";
"16-2";"16";"c";"Task 16.2";"Maintenance of cultural identity of national and ethnic minorities";;16455;0;16455;"0.0";"100.0";
"16-2-1";"16-2";"d";"Subtask 16.2.1";"Activities relating to national and ethnic minorities";;14980;0;14980;"0.0";"100.0";
"16-2-1-1";"16-2-1";"e";"Administer";"Ministry of the Interior and Administration";"43";14758;0;14758;"0.0";"100.0";
"16-2-1-2";"16-2-1";"e";"Administer";"Voivodes";"85";222;0;222;"0.0";"100.0";
"16-2-2";"16-2";"d";"Subtask 16.2.2";"Implementation of the equal treatment principle regardless of ethnical origin";;266;0;266;"0.0";"100.0";
"16-2-2-1";"16-2-2";"e";"Administer";"Ministry of the Interior and Administration";"42";209;0;209;"0.0";"100.0";
"16-2-2-2";"16-2-2";"e";"Administer";"Ministry of the Interior and Administration";"43";55;0;55;"0.0";"100.0";
"16-2-2-3";"16-2-2";"e";"Administer";"Voivodes";"85";2;0;2;"0.0";"100.0";
"16-2-3";"16-2";"d";"Subtask 16.2.3";"Activities to the benefit of the Romani community";;1209;0;1209;"0.0";"100.0";
"16-2-3-1";"16-2-3";"e";"Administer";"Ministry of the Interior and Administration";"43";727;0;727;"0.0";"100.0";
"16-2-3-2";"16-2-3";"e";"Administer";"Voivodes";"85";482;0;482;"0.0";"100.0";
"16-3";"16";"c";"Task 16.3";"Maintaining relationships between the State and the church and religious associations";;94512;0;94512;"0.0";"100.0";
"16-3-1";"16-3";"d";"Subtask 16.3.1";"Issuing of certificates on legal personality for church entities";;365;0;365;"0.0";"100.0";
"16-3-1-1";"16-3-1";"e";"Administer";"Voivodes";"85";365;0;365;"0.0";"100.0";
"16-3-2";"16-3";"d";"Subtask 16.3.2";"Performance of tasks with respect to relationships between the State and the Church";;94147;0;94147;"0.0";"100.0";
"16-3-2-1";"16-3-2";"e";"Administer";"Ministry of the Interior and Administration";"43";93619;0;93619;"0.0";"100.0";
"16-3-2-2";"16-3-2";"e";"Administer";"Voivodes";"85";528;0;528;"0.0";"100.0";
"16-4";"16";"c";"Task 16.4";"Support for the Polish community abroad and Poles abroad";;116232;0;116232;"0.0";"100.0";
"16-4-1";"16-4";"d";"Subtask 16.4.1";"Cooperation and support for Polish community and Poles abroad";;116232;0;116232;"0.0";"100.0";
"16-4-1-1";"16-4-1";"e";"Administer";"The Chancellery of the Senate";"03";76845;0;76845;"0.0";"100.0";
"16-4-1-2";"16-4-1";"e";"Administer";"The Chancellery of the Prime Minister";"16";558;0;558;"0.0";"100.0";
"16-4-1-3";"16-4-1";"e";"Administer";"Ministry of Science and Higher Education";"38";4664;0;4664;"0.0";"100.0";
"16-4-1-4";"16-4-1";"e";"Administer";"Ministry of Foreign Affairs";"45";34165;0;34165;"0.0";"100.0";
"16-5";"16";"c";"Task 16.5";"Services for foreigners i ruchy migracyjne";;105035;1520;103515;"1.45";"98.55";
"16-5-1";"16-5";"d";"Subtask 16.5.1";"Services for foreigners";;99148;1520;97628;"1.53";"98.47";
"16-5-1-1";"16-5-1";"e";"Administer";"Ministry of the Interior and Administration";"42";75643;1520;74123;"2.01";"97.99";
"16-5-1-2";"16-5-1";"e";"Administer";"Voivodes";"85";23505;0;23505;"0.0";"100.0";
"16-5-2";"16-5";"d";"Subtask 16.5.2";"State migration policy issues";;2821;0;2821;"0.0";"100.0";
"16-5-2-1";"16-5-2";"e";"Administer";"Ministry of the Interior and Administration";"42";2821;0;2821;"0.0";"100.0";
"16-5-3";"16-5";"d";"Subtask 16.5.3";"Repatriation issues";;1029;0;1029;"0.0";"100.0";
"16-5-3-1";"16-5-3";"e";"Administer";"Ministry of the Interior and Administration";"42";737;0;737;"0.0";"100.0";
"16-5-3-2";"16-5-3";"e";"Administer";"Voivodes";"85";292;0;292;"0.0";"100.0";
"16-5-4";"16-5";"d";"Subtask 16.5.4";"Protection of refugees’ rights on the territory of the Republic of Poland";;2037;0;2037;"0.0";"100.0";
"16-5-4-1";"16-5-4";"e";"Administer";"The Chancellery of the Prime Minister";"16";2037;0;2037;"0.0";"100.0";
"16-6";"16";"c";"Task 16.6";"Protection of Citizen Rights and Children’s Rights ";;60017;0;60017;"0.0";"100.0";
"16-6-1";"16-6";"d";"Subtask 16.6.1";"Ensuring protection of freedom and human and citizen rights";;32003;0;32003;"0.0";"100.0";
"16-6-1-1";"16-6-1";"e";"Administer";"Ombudsman ";"08";32003;0;32003;"0.0";"100.0";
"16-6-2";"16-6";"d";"Subtask 16.6.2";"Ensuring protection and promotion of children’s rights";;8840;0;8840;"0.0";"100.0";
"16-6-2-1";"16-6-2";"e";"Administer";"Ombudsman for Children";"14";8840;0;8840;"0.0";"100.0";
"16-6-3";"16-6";"d";"Subtask 16.6.3";"Scientific, research and educational activity, opinions and expert studies";;2734;0;2734;"0.0";"100.0";
"16-6-3-1";"16-6-3";"e";"Administer";"Ombudsman ";"08";2734;0;2734;"0.0";"100.0";
"16-6-4";"16-6";"d";"Subtask 16.6.4";"Performance of function of the National Preventive Mechanism";;1740;0;1740;"0.0";"100.0";
"16-6-4-1";"16-6-4";"e";"Administer";"Ombudsman ";"08";1740;0;1740;"0.0";"100.0";
"16-6-5";"16-6";"d";"Subtask 16.6.5";"Protection of personal data";;14700;0;14700;"0.0";"100.0";
"16-6-5-1";"16-6-5";"e";"Administer";"Inspector General for the Protection of Personal Data";"10";14700;0;14700;"0.0";"100.0";
"16-7";"16";"c";"Task 16.7";"Performance of the higher degree authority functions in individual cases with respect to public administration in the competence of the local government units";;123874;247;123627;"0.2";"99.8";
"16-7-1";"16-7";"d";"Subtask 16.7.1";"Examination of appeals, complaints, request for restitution, requests for nullification of decisions and institution of ex officio proceedings according to extraordinary procedure";;110867;247;110620;"0.22";"99.78";
"16-7-1-1";"16-7-1";"e";"Administer";"Voivodes";"85";18278;0;18278;"0.0";"100.0";
"16-7-1-2";"16-7-1";"e";"Administer";"Local Government Appeal Board in Elbląg";"86";1333;0;1333;"0.0";"100.0";
"16-7-1-3";"16-7-1";"e";"Administer";"Local Government Appeal Board in Gdańsk";"86";2548;0;2548;"0.0";"100.0";
"16-7-1-4";"16-7-1";"e";"Administer";"Local Government Appeal Board in Gorzów Wielkopolski";"86";1443;0;1443;"0.0";"100.0";
"16-7-1-5";"16-7-1";"e";"Administer";"Local Government Appeal Board in Jelenia Góra";"86";1335;0;1335;"0.0";"100.0";
"16-7-1-6";"16-7-1";"e";"Administer";"Local Government Appeal Board in Kalisz";"86";1438;0;1438;"0.0";"100.0";
"16-7-1-7";"16-7-1";"e";"Administer";"Local Government Appeal Board in Katowice";"86";5880;0;5880;"0.0";"100.0";
"16-7-1-8";"16-7-1";"e";"Administer";"Local Government Appeal Board in Kielce";"86";2734;0;2734;"0.0";"100.0";
"16-7-1-9";"16-7-1";"e";"Administer";"Local Government Appeal Board in Konin";"86";1157;0;1157;"0.0";"100.0";
"16-7-1-10";"16-7-1";"e";"Administer";"Local Government Appeal Board in Koszalin";"86";1412;0;1412;"0.0";"100.0";
"16-7-1-11";"16-7-1";"e";"Administer";"Local Government Appeal Board in Kraków";"86";4556;0;4556;"0.0";"100.0";
"16-7-1-12";"16-7-1";"e";"Administer";"Local Government Appeal Board in Biała Podlaska";"86";1041;0;1041;"0.0";"100.0";
"16-7-1-13";"16-7-1";"e";"Administer";"Local Government Appeal Board in Krosno";"86";1169;0;1169;"0.0";"100.0";
"16-7-1-14";"16-7-1";"e";"Administer";"Local Government Appeal Board in Legnica";"86";1282;0;1282;"0.0";"100.0";
"16-7-1-15";"16-7-1";"e";"Administer";"Local Government Appeal Board in Leszno";"86";1121;0;1121;"0.0";"100.0";
"16-7-1-16";"16-7-1";"e";"Administer";"Local Government Appeal Board in Lublin";"86";2658;0;2658;"0.0";"100.0";
"16-7-1-17";"16-7-1";"e";"Administer";"Local Government Appeal Board in Łomża";"86";903;0;903;"0.0";"100.0";
"16-7-1-18";"16-7-1";"e";"Administer";"Local Government Appeal Board in Łódź";"86";3230;0;3230;"0.0";"100.0";
"16-7-1-19";"16-7-1";"e";"Administer";"Local Government Appeal Board in Olsztyn";"86";2989;0;2989;"0.0";"100.0";
"16-7-1-20";"16-7-1";"e";"Administer";"Local Government Appeal Board in Opole";"86";2227;0;2227;"0.0";"100.0";
"16-7-1-21";"16-7-1";"e";"Administer";"Local Government Appeal Board in Ostrołęka";"86";842;0;842;"0.0";"100.0";
"16-7-1-22";"16-7-1";"e";"Administer";"Local Government Appeal Board in Piła";"86";1087;0;1087;"0.0";"100.0";
"16-7-1-23";"16-7-1";"e";"Administer";"Local Government Appeal Board in Białystok";"86";1653;0;1653;"0.0";"100.0";
"16-7-1-24";"16-7-1";"e";"Administer";"Local Government Appeal Board in Piotrków Trybulanski";"86";1785;0;1785;"0.0";"100.0";
"16-7-1-25";"16-7-1";"e";"Administer";"Local Government Appeal Board in Płock";"86";1030;0;1030;"0.0";"100.0";
"16-7-1-26";"16-7-1";"e";"Administer";"Local Government Appeal Board in Poznań";"86";3301;0;3301;"0.0";"100.0";
"16-7-1-27";"16-7-1";"e";"Administer";"Local Government Appeal Board in Przemyśl";"86";1206;0;1206;"0.0";"100.0";
"16-7-1-28";"16-7-1";"e";"Administer";"Local Government Appeal Board in Radom";"86";1677;0;1677;"0.0";"100.0";
"16-7-1-29";"16-7-1";"e";"Administer";"Local Government Appeal Board in Rzeszów";"86";2011;0;2011;"0.0";"100.0";
"16-7-1-30";"16-7-1";"e";"Administer";"Local Government Appeal Board in Siedlce";"86";1237;0;1237;"0.0";"100.0";
"16-7-1-31";"16-7-1";"e";"Administer";"Local Government Appeal Board in Sieradz";"86";1307;0;1307;"0.0";"100.0";
"16-7-1-32";"16-7-1";"e";"Administer";"Local Government Appeal Board in Skierniewice";"86";841;0;841;"0.0";"100.0";
"16-7-1-33";"16-7-1";"e";"Administer";"Local Government Appeal Board in Słupsk";"86";1095;0;1095;"0.0";"100.0";
"16-7-1-34";"16-7-1";"e";"Administer";"Local Government Appeal Board in Bielsko-Biała";"86";2151;0;2151;"0.0";"100.0";
"16-7-1-35";"16-7-1";"e";"Administer";"Local Government Appeal Board in Suwałki";"86";1116;0;1116;"0.0";"100.0";
"16-7-1-36";"16-7-1";"e";"Administer";"Local Government Appeal Board in Szczecin";"86";2384;0;2384;"0.0";"100.0";
"16-7-1-37";"16-7-1";"e";"Administer";"Local Government Appeal Board in Tarnobrzeg";"86";1488;77;1411;"5.17";"94.83";
"16-7-1-38";"16-7-1";"e";"Administer";"Local Government Appeal Board in Tarnów";"86";1709;0;1709;"0.0";"100.0";
"16-7-1-39";"16-7-1";"e";"Administer";"Local Government Appeal Board in Toruń";"86";1785;0;1785;"0.0";"100.0";
"16-7-1-40";"16-7-1";"e";"Administer";"Local Government Appeal Board in Wałbrzych";"86";1459;0;1459;"0.0";"100.0";
"16-7-1-41";"16-7-1";"e";"Administer";"Local Government Appeal Board in Włocławek";"86";1130;0;1130;"0.0";"100.0";
"16-7-1-42";"16-7-1";"e";"Administer";"Local Government Appeal Board in Wrocław";"86";2742;0;2742;"0.0";"100.0";
"16-7-1-43";"16-7-1";"e";"Administer";"Local Government Appeal Board in Zielona Góra";"86";2282;0;2282;"0.0";"100.0";
"16-7-1-44";"16-7-1";"e";"Administer";"Local Government Appeal Board in Zamość";"86";1058;0;1058;"0.0";"100.0";
"16-7-1-45";"16-7-1";"e";"Administer";"Local Government Appeal Board in Bydgoszcz";"86";2955;170;2785;"5.75";"94.25";
"16-7-1-46";"16-7-1";"e";"Administer";"Local Government Appeal Board in Nowy Sącz";"86";1690;0;1690;"0.0";"100.0";
"16-7-1-47";"16-7-1";"e";"Administer";"Local Government Appeal Board in Częstochowa";"86";1994;0;1994;"0.0";"100.0";
"16-7-1-48";"16-7-1";"e";"Administer";"Local Government Appeal Board in Warszawa";"86";4927;0;4927;"0.0";"100.0";
"16-7-1-49";"16-7-1";"e";"Administer";"Local Government Appeal Board in Chełm";"86";942;0;942;"0.0";"100.0";
"16-7-1-50";"16-7-1";"e";"Administer";"Local Government Appeal Board in Ciechanów";"86";1249;0;1249;"0.0";"100.0";
"16-7-2";"16-7";"d";"Subtask 16.7.2";"Examination of civil law disputes concerning updating of the annual fees under perpetual usufruct of land real properties";;13007;0;13007;"0.0";"100.0";
"16-7-2-1";"16-7-2";"e";"Administer";"Local Government Appeal Board in Elbląg";"86";148;0;148;"0.0";"100.0";
"16-7-2-2";"16-7-2";"e";"Administer";"Local Government Appeal Board in Gdańsk";"86";1026;0;1026;"0.0";"100.0";
"16-7-2-3";"16-7-2";"e";"Administer";"Local Government Appeal Board in Gorzów Wielkopolski";"86";178;0;178;"0.0";"100.0";
"16-7-2-4";"16-7-2";"e";"Administer";"Local Government Appeal Board in Jelenia Góra";"86";85;0;85;"0.0";"100.0";
"16-7-2-5";"16-7-2";"e";"Administer";"Local Government Appeal Board in Kalisz";"86";93;0;93;"0.0";"100.0";
"16-7-2-6";"16-7-2";"e";"Administer";"Local Government Appeal Board in Katowice";"86";383;0;383;"0.0";"100.0";
"16-7-2-7";"16-7-2";"e";"Administer";"Local Government Appeal Board in Kielce";"86";373;0;373;"0.0";"100.0";
"16-7-2-8";"16-7-2";"e";"Administer";"Local Government Appeal Board in Konin";"86";90;0;90;"0.0";"100.0";
"16-7-2-9";"16-7-2";"e";"Administer";"Local Government Appeal Board in Koszalin";"86";127;0;127;"0.0";"100.0";
"16-7-2-10";"16-7-2";"e";"Administer";"Local Government Appeal Board in Kraków";"86";1139;0;1139;"0.0";"100.0";
"16-7-2-11";"16-7-2";"e";"Administer";"Local Government Appeal Board in Biała Podlaska";"86";35;0;35;"0.0";"100.0";
"16-7-2-12";"16-7-2";"e";"Administer";"Local Government Appeal Board in Krosno";"86";130;0;130;"0.0";"100.0";
"16-7-2-13";"16-7-2";"e";"Administer";"Local Government Appeal Board in Legnica";"86";175;0;175;"0.0";"100.0";
"16-7-2-14";"16-7-2";"e";"Administer";"Local Government Appeal Board in Leszno";"86";47;0;47;"0.0";"100.0";
"16-7-2-15";"16-7-2";"e";"Administer";"Local Government Appeal Board in Lublin";"86";517;0;517;"0.0";"100.0";
"16-7-2-16";"16-7-2";"e";"Administer";"Local Government Appeal Board in Łomża";"86";94;0;94;"0.0";"100.0";
"16-7-2-17";"16-7-2";"e";"Administer";"Local Government Appeal Board in Łódź";"86";243;0;243;"0.0";"100.0";
"16-7-2-18";"16-7-2";"e";"Administer";"Local Government Appeal Board in Olsztyn";"86";190;0;190;"0.0";"100.0";
"16-7-2-19";"16-7-2";"e";"Administer";"Local Government Appeal Board in Opole";"86";117;0;117;"0.0";"100.0";
"16-7-2-20";"16-7-2";"e";"Administer";"Local Government Appeal Board in Ostrołęka";"86";299;0;299;"0.0";"100.0";
"16-7-2-21";"16-7-2";"e";"Administer";"Local Government Appeal Board in Piła";"86";162;0;162;"0.0";"100.0";
"16-7-2-22";"16-7-2";"e";"Administer";"Local Government Appeal Board in Białystok";"86";414;0;414;"0.0";"100.0";
"16-7-2-23";"16-7-2";"e";"Administer";"Local Government Appeal Board in Piotrków Trybulanski";"86";94;0;94;"0.0";"100.0";
"16-7-2-24";"16-7-2";"e";"Administer";"Local Government Appeal Board in Płock";"86";176;0;176;"0.0";"100.0";
"16-7-2-25";"16-7-2";"e";"Administer";"Local Government Appeal Board in Poznań";"86";271;0;271;"0.0";"100.0";
"16-7-2-26";"16-7-2";"e";"Administer";"Local Government Appeal Board in Przemyśl";"86";50;0;50;"0.0";"100.0";
"16-7-2-27";"16-7-2";"e";"Administer";"Local Government Appeal Board in Radom";"86";107;0;107;"0.0";"100.0";
"16-7-2-28";"16-7-2";"e";"Administer";"Local Government Appeal Board in Rzeszów";"86";84;0;84;"0.0";"100.0";
"16-7-2-29";"16-7-2";"e";"Administer";"Local Government Appeal Board in Siedlce";"86";218;0;218;"0.0";"100.0";
"16-7-2-30";"16-7-2";"e";"Administer";"Local Government Appeal Board in Sieradz";"86";43;0;43;"0.0";"100.0";
"16-7-2-31";"16-7-2";"e";"Administer";"Local Government Appeal Board in Skierniewice";"86";219;0;219;"0.0";"100.0";
"16-7-2-32";"16-7-2";"e";"Administer";"Local Government Appeal Board in Słupsk";"86";358;0;358;"0.0";"100.0";
"16-7-2-33";"16-7-2";"e";"Administer";"Local Government Appeal Board in Bielsko-Biała";"86";75;0;75;"0.0";"100.0";
"16-7-2-34";"16-7-2";"e";"Administer";"Local Government Appeal Board in Suwałki";"86";51;0;51;"0.0";"100.0";
"16-7-2-35";"16-7-2";"e";"Administer";"Local Government Appeal Board in Szczecin";"86";210;0;210;"0.0";"100.0";
"16-7-2-36";"16-7-2";"e";"Administer";"Local Government Appeal Board in Tarnobrzeg";"86";59;0;59;"0.0";"100.0";
"16-7-2-37";"16-7-2";"e";"Administer";"Local Government Appeal Board in Tarnów";"86";55;0;55;"0.0";"100.0";
"16-7-2-38";"16-7-2";"e";"Administer";"Local Government Appeal Board in Toruń";"86";183;0;183;"0.0";"100.0";
"16-7-2-39";"16-7-2";"e";"Administer";"Local Government Appeal Board in Wałbrzych";"86";267;0;267;"0.0";"100.0";
"16-7-2-40";"16-7-2";"e";"Administer";"Local Government Appeal Board in Włocławek";"86";85;0;85;"0.0";"100.0";
"16-7-2-41";"16-7-2";"e";"Administer";"Local Government Appeal Board in Wrocław";"86";271;0;271;"0.0";"100.0";
"16-7-2-42";"16-7-2";"e";"Administer";"Local Government Appeal Board in Zielona Góra";"86";120;0;120;"0.0";"100.0";
"16-7-2-43";"16-7-2";"e";"Administer";"Local Government Appeal Board in Zamość";"86";56;0;56;"0.0";"100.0";
"16-7-2-44";"16-7-2";"e";"Administer";"Local Government Appeal Board in Nowy Sącz";"86";215;0;215;"0.0";"100.0";
"16-7-2-45";"16-7-2";"e";"Administer";"Local Government Appeal Board in Częstochowa";"86";47;0;47;"0.0";"100.0";
"16-7-2-46";"16-7-2";"e";"Administer";"Local Government Appeal Board in Warszawa";"86";3524;0;3524;"0.0";"100.0";
"16-7-2-47";"16-7-2";"e";"Administer";"Local Government Appeal Board in Chełm";"86";50;0;50;"0.0";"100.0";
"16-7-2-48";"16-7-2";"e";"Administer";"Local Government Appeal Board in Ciechanów";"86";54;0;54;"0.0";"100.0";
"16-8";"16";"c";"Task 16.8";"Building civic society";;34535;11916;22619;"34.5";"65.5";
"16-8-1";"16-8";"d";"Subtask 16.8.1";"Creating conditions for development of entities conducting public benefit activities, cooperation between such entities and public administration bodies and civic dialogue";;14460;4453;10007;"30.8";"69.2";
"16-8-1-1";"16-8-1";"e";"Administer";"Ministry of National Defence";"29";8620;0;8620;"0.0";"100.0";
"16-8-1-2";"16-8-1";"e";"Administer";"Ministry of Labour and Social Policy";"44";5840;4453;1387;"76.25";"23.75";
"16-8-2";"16-8";"d";"Subtask 16.8.2";"Supporting civic society and social economy institutions";;5117;3997;1120;"78.11";"21.89";
"16-8-2-1";"16-8-2";"e";"Administer";"Ministry of Regional Development";"34";4427;3997;430;"90.29";"9.71";
"16-8-2-2";"16-8-2";"e";"Administer";"Ministry of Labour and Social Policy";"44";690;0;690;"0.0";"100.0";
"16-8-3";"16-8";"d";"Subtask 16.8.3";"Supervision and control nad organizacjami pożytku publicznego oraz fundacjami, dla których ministrem właściwym jest Minister Pracy i Polityki Społecznej";;316;0;316;"0.0";"100.0";
"16-8-3-1";"16-8-3";"e";"Administer";"Ministry of Labour and Social Policy";"44";316;0;316;"0.0";"100.0";
"16-8-4";"16-8";"d";"Subtask 16.8.4";"Analysis and promotion of information on social dialogue";;3353;0;3353;"0.0";"100.0";
"16-8-4-1";"16-8-4";"e";"Administer";"Ministry of Labour and Social Policy";"31";3353;0;3353;"0.0";"100.0";
"16-8-5";"16-8";"d";"Subtask 16.8.5";"Coordination of cooperation with social partners and reinforcement of the public dialogue institutions";;10858;3466;7392;"31.92";"68.08";
"16-8-5-1";"16-8-5";"e";"Administer";"Ministry of Labour and Social Policy";"31";10392;3466;6926;"33.35";"66.65";
"16-8-5-2";"16-8-5";"e";"Administer";"Voivodes";"85";466;0;466;"0.0";"100.0";
"16-8-6";"16-8";"d";"Subtask 16.8.6";"Supervision of foundations and associations";;431;0;431;"0.0";"100.0";
"16-8-6-1";"16-8-6";"e";"Administer";"Ministry of the Interior and Administration";"42";162;0;162;"0.0";"100.0";
"16-8-6-2";"16-8-6";"e";"Administer";"Voivodes";"85";269;0;269;"0.0";"100.0";
"16-9";"16";"c";"Task 16.9";"Informatization of operations and building information society";;223560;157193;66367;"70.31";"29.69";
"16-9-1";"16-9";"d";"Subtask 16.9.1";"Monitoring of the implementation of policy with respect to administration informatization standards and ensuring access to public information in an electronic form";;1150;0;1150;"0.0";"100.0";
