"id";"parent";"level";"type";"name";"part";"v_total";"v_eu";"v_nation";"v_proc_eu";"v_proc_nation";
"17-3-2-1";"17-3-2";"e";"Administer";"Ministry of Regional Development";"34";9928;0;9928;"0.0";"100.0";
"17-3-3";"17-3";"d";"Subtask 17.3.3";"Management of the implementation of the Infrastructure and Environment Operational Programme";;10000;0;10000;"0.0";"100.0";
"17-3-3-1";"17-3-3";"e";"Administer";"Voivodes";"85";0;0;0;0;0;
"17-3-3-2";"17-3-3";"e";"Administer";"Ministry of Regional Development";"34";10000;0;10000;"0.0";"100.0";
"17-3-4";"17-3";"d";"Subtask 17.3.4";"Management of the implementation of the Human Capital Operational Programme";;401838;307823;94015;"76.6";"23.4";
"17-3-4-1";"17-3-4";"e";"Administer";"Ministry of Labour and Social Policy";"31";370350;307823;62527;"83.12";"16.88";
"17-3-4-2";"17-3-4";"e";"Administer";"Ministry of Regional Development";"34";31488;0;31488;"0.0";"100.0";
"17-3-5";"17-3";"d";"Subtask 17.3.5";"Management of the implementation of the Development of Eastern Poland Operational Programme";;6318;0;6318;"0.0";"100.0";
"17-3-5-1";"17-3-5";"e";"Administer";"Ministry of Regional Development";"34";6318;0;6318;"0.0";"100.0";
"17-3-6";"17-3";"d";"Subtask 17.3.6";"Management of the implementation of the European Territorial Cooperation and the European Neighbourhood and Partnership Instrument Operational Programme";;34613;0;34613;"0.0";"100.0";
"17-3-6-1";"17-3-6";"e";"Administer";"Voivodes";"85";0;0;0;0;0;
"17-3-6-2";"17-3-6";"e";"Administer";"Ministry of Regional Development";"34";34613;0;34613;"0.0";"100.0";
"17-3-7";"17-3";"d";"Subtask 17.3.7";"Settlement of the EU funds within the National Strategic Reference Framework";;9552;0;9552;"0.0";"100.0";
"17-3-7-1";"17-3-7";"e";"Administer";"Voivodes";"85";3710;0;3710;"0.0";"100.0";
"17-3-7-2";"17-3-7";"e";"Administer";"Ministry of Finance";"19";5842;0;5842;"0.0";"100.0";
"17-3-8";"17-3";"d";"Subtask 17.3.8";"Execution of the Technical Assistance Operational Programme aiming to implement the programmes within the National Strategic Reference Framework 2007 – 2013";;153665;0;153665;"0.0";"100.0";
"17-3-8-1";"17-3-8";"e";"Administer";"Ministry of the Environment";"41";6975;0;6975;"0.0";"100.0";
"17-3-8-2";"17-3-8";"e";"Administer";"Ministry of Health";"46";3636;0;3636;"0.0";"100.0";
"17-3-8-3";"17-3-8";"e";"Administer";"Voivodes";"85";129587;0;129587;"0.0";"100.0";
"17-3-8-4";"17-3-8";"e";"Administer";"Ministry of Infrastructure";"21";455;0;455;"0.0";"100.0";
"17-3-8-5";"17-3-8";"e";"Administer";"Ministry of Labour and Social Policy";"31";115;0;115;"0.0";"100.0";
"17-3-8-6";"17-3-8";"e";"Administer";"Ministry of Infrastructure";"39";12897;0;12897;"0.0";"100.0";
"17-3-9";"17-3";"d";"Subtask 17.3.9";"Implementation of the Innovative Economy Operational Programme";;278981;214956;64025;"77.05";"22.95";
"17-3-9-1";"17-3-9";"e";"Administer";"Ministry of the Interior and Administration";"42";15915;0;15915;"0.0";"100.0";
"17-3-9-2";"17-3-9";"e";"Administer";"Ministry of the Interior and Administration";"27";259266;214956;44310;"82.91";"17.09";
"17-3-9-3";"17-3-9";"e";"Administer";"Ministry of Regional Development";"34";3800;0;3800;"0.0";"100.0";
"17-3-10";"17-3";"d";"Subtask 17.3.10";"Implementation of the Infrastructure and Environment Operational Programme";;774472;428874;345598;"55.38";"44.62";
"17-3-10-1";"17-3-10";"e";"Administer";"Ministry of the Environment";"41";36755;0;36755;"0.0";"100.0";
"17-3-10-2";"17-3-10";"e";"Administer";"Ministry of the Interior and Administration";"42";4751;0;4751;"0.0";"100.0";
"17-3-10-3";"17-3-10";"e";"Administer";"Ministry of Health";"46";7380;0;7380;"0.0";"100.0";
"17-3-10-4";"17-3-10";"e";"Administer";"Voivodes";"85";75564;28874;46690;"38.21";"61.79";
"17-3-10-5";"17-3-10";"e";"Administer";"Ministry of Culture and National Heritage";"24";476829;400000;76829;"83.89";"16.11";
"17-3-10-6";"17-3-10";"e";"Administer";"Ministry of Infrastructure";"39";173193;0;173193;"0.0";"100.0";
"17-3-11";"17-3";"d";"Subtask 17.3.11";"Implementation of the Human Capital Operational Programme";;518456;244692;273764;"47.2";"52.8";
"17-3-11-1";"17-3-11";"e";"Administer";"The Chancellery of the Prime Minister";"16";5832;0;5832;"0.0";"100.0";
"17-3-11-2";"17-3-11";"e";"Administer";"Ministry of the Interior and Administration";"42";1167;0;1167;"0.0";"100.0";
"17-3-11-3";"17-3-11";"e";"Administer";"Ministry of the Interior and Administration";"43";10197;9180;1017;"90.03";"9.97";
"17-3-11-4";"17-3-11";"e";"Administer";"Ministry of Health";"46";1500;0;1500;"0.0";"100.0";
"17-3-11-5";"17-3-11";"e";"Administer";"Voivodes";"85";4317;2334;1983;"54.07";"45.93";
"17-3-11-6";"17-3-11";"e";"Administer";"Ministry of Labour and Social Policy";"31";282747;233178;49569;"82.47";"17.53";
"17-3-11-7";"17-3-11";"e";"Administer";"Ministry of Regional Development";"34";212696;0;212696;"0.0";"100.0";
"17-3-12";"17-3";"d";"Subtask 17.3.12";"Implementation of the Development of Eastern Poland Operational Programme";;10832;0;10832;"0.0";"100.0";
"17-3-12-1";"17-3-12";"e";"Administer";"Ministry of Regional Development";"34";10832;0;10832;"0.0";"100.0";
"17-3-13";"17-3";"d";"Subtask 17.3.13";"Implementation of the European Territorial Cooperation and the European Neighbourhood and Partnership Instrument Operational Programme";;104116;0;104116;"0.0";"100.0";
"17-3-13-1";"17-3-13";"e";"Administer";"Ministry of the Interior and Administration";"42";1153;0;1153;"0.0";"100.0";
"17-3-13-2";"17-3-13";"e";"Administer";"Voivodes";"85";102963;0;102963;"0.0";"100.0";
"17-3-13-3";"17-3-13";"e";"Administer";"Ministry of Culture and National Heritage";"24";0;0;0;0;0;
"17-4";"17";"c";"Task 17.4";"Managing implementation of other programmes financed with participation of non-refundable funds";;207206;91413;115793;"44.12";"55.88";
"17-4-1";"17-4";"d";"Subtask 17.4.1";"Managing implementation of tasks within the EEA Financial Mechanism and the Norwegian Financial Mechanisms";;5694;0;5694;"0.0";"100.0";
"17-4-1-1";"17-4-1";"e";"Administer";"Ministry of Finance";"19";751;0;751;"0.0";"100.0";
"17-4-1-2";"17-4-1";"e";"Administer";"Ministry of Culture and National Heritage";"24";752;0;752;"0.0";"100.0";
"17-4-1-3";"17-4-1";"e";"Administer";"Ministry of Regional Development";"34";1951;0;1951;"0.0";"100.0";
"17-4-1-4";"17-4-1";"e";"Administer";"Ministry of the Environment";"41";556;0;556;"0.0";"100.0";
"17-4-1-5";"17-4-1";"e";"Administer";"Ministry of Foreign Affairs";"45";1684;0;1684;"0.0";"100.0";
"17-4-2";"17-4";"d";"Subtask 17.4.2";"Managing the implementation of tasks with the Swiss-Polish Cooperation Programme";;6321;4682;1639;"74.07";"25.93";
"17-4-2-1";"17-4-2";"e";"Administer";"Ministry of Finance";"19";5288;4682;606;"88.54";"11.46";
"17-4-2-2";"17-4-2";"e";"Administer";"Ministry of Regional Development";"34";660;0;660;"0.0";"100.0";
"17-4-2-3";"17-4-2";"e";"Administer";"Ministry of Health";"46";373;0;373;"0.0";"100.0";
"17-4-3";"17-4";"d";"Subtask 17.4.3";"Implementation of projects within the EEA Financial Mechanism and the Norwegian Financial Mechanism";;101648;0;101648;"0.0";"100.0";
"17-4-3-1";"17-4-3";"e";"Administer";"Ministry of Culture and National Heritage";"24";52654;0;52654;"0.0";"100.0";
"17-4-3-2";"17-4-3";"e";"Administer";"Ministry of the Interior and Administration";"42";14152;0;14152;"0.0";"100.0";
"17-4-3-3";"17-4-3";"e";"Administer";"Ministry of Foreign Affairs";"45";33659;0;33659;"0.0";"100.0";
"17-4-3-4";"17-4-3";"e";"Administer";"Ministry of Health";"46";713;0;713;"0.0";"100.0";
"17-4-3-5";"17-4-3";"e";"Administer";"The Polish Financial Supervision Authority";"70";470;0;470;"0.0";"100.0";
"17-4-4";"17-4";"d";"Subtask 17.4.4";"Implementation of the Scholarship and Training Fund within the Financial Mechanisms";;0;0;0;0;0;
"17-4-4-1";"17-4-4";"e";"Administer";"Ministry of Regional Development";"34";0;0;0;0;0;
"17-4-5";"17-4";"d";"Subtask 17.4.5";"Implementation of projects within the Swiss-Polish Cooperation Programme";;37314;34531;2783;"92.54";"7.46";
"17-4-5-1";"17-4-5";"e";"Administer";"Ministry of Regional Development";"34";6640;5863;777;"88.3";"11.7";
"17-4-5-2";"17-4-5";"e";"Administer";"Ministry of the Interior and Administration";"42";30674;28668;2006;"93.46";"6.54";
"17-4-6";"17-4";"d";"Subtask 17.4.6";"Support for NGOs within the Financial Mechanisms and the Swiss-Polish Cooperation Programme";;12748;9948;2800;"78.04";"21.96";
"17-4-6-1";"17-4-6";"e";"Administer";"Ministry of Regional Development";"34";12748;9948;2800;"78.04";"21.96";
"17-4-7";"17-4";"d";"Subtask 17.4.7";"Support for the private sector within the Swiss-Polish Cooperation Programme";;42252;42252;0;"100.0";"0.0";
"17-4-7-1";"17-4-7";"e";"Administer";"Ministry of Regional Development";"34";42252;42252;0;"100.0";"0.0";
"17-4-10";"17-4";"d";"Subtask 17.4.10";"Management of the general programme “Solidarity and migration flows management”";;990;0;990;"0.0";"100.0";
"17-4-10-1";"17-4-10";"e";"Administer";"Ministry of Finance";"19";575;0;575;"0.0";"100.0";
"17-4-10-2";"17-4-10";"e";"Administer";"Ministry of the Interior and Administration";"42";415;0;415;"0.0";"100.0";
"17-4-11";"17-4";"d";"Subtask 17.4.11";"Managing implementation of other financial programmes with participation of non-refundable foreign aid";;239;0;239;"0.0";"100.0";
"17-4-11-1";"17-4-11";"e";"Administer";"Ministry of Regional Development";"34";239;0;239;"0.0";"100.0";
"18";;"b";"Function 18";"JUSTICE";;8856432;35727;8820705;"0.4";"99.6";
"18-1";"18";"c";"Task 18.1";"Operation of the system of justice by common and military courts";;5554481;0;5554481;"0.0";"100.0";
"18-1-1";"18-1";"d";"Subtask 18.1.1";"Judicial activity";;4405957;0;4405957;"0.0";"100.0";
"18-1-1-1";"18-1-1";"e";"Administer";"Ministry of Justice";"15";4387741;0;4387741;"0.0";"100.0";
"18-1-1-2";"18-1-1";"e";"Administer";"Ministry of National Defence";"29";18216;0;18216;"0.0";"100.0";
"18-1-4";"18-1";"d";"Subtask 18.1.4";"Ensuring organisational and technical conditions for the operation of courts";;1083107;0;1083107;"0.0";"100.0";
"18-1-4-1";"18-1-4";"e";"Administer";"Ministry of Justice";"15";1081034;0;1081034;"0.0";"100.0";
"18-1-4-2";"18-1-4";"e";"Administer";"Ministry of National Defence";"29";2073;0;2073;"0.0";"100.0";
"18-1-6";"18-1";"d";"Subtask 18.1.6";"Payment of damages and compensations awarded by courts";;65417;0;65417;"0.0";"100.0";
"18-1-6-1";"18-1-6";"e";"Administer";"Ministry of Justice";"15";65417;0;65417;"0.0";"100.0";
"18-2";"18";"c";"Task 18.2";"Operation of the system of justice by the administrative judiciary";;350494;0;350494;"0.0";"100.0";
"18-2-1";"18-2";"d";"Subtask 18.2.1";"Judicial activity";;324731;0;324731;"0.0";"100.0";
"18-2-1-1";"18-2-1";"e";"Administer";"Supreme Administrative Court";"05";324731;0;324731;"0.0";"100.0";
"18-2-2";"18-2";"d";"Subtask 18.2.2";"Administrative supervision over court activity";;272;0;272;"0.0";"100.0";
"18-2-2-1";"18-2-2";"e";"Administer";"Supreme Administrative Court";"05";272;0;272;"0.0";"100.0";
"18-2-3";"18-2";"d";"Subtask 18.2.3";"Activities aiming to improve the quality of judicial practice";;4061;0;4061;"0.0";"100.0";
"18-2-3-1";"18-2-3";"e";"Administer";"Supreme Administrative Court";"05";4061;0;4061;"0.0";"100.0";
"18-2-4";"18-2";"d";"Subtask 18.2.4";"Ensuring organisational and technical conditions for the operation of courts";;21430;0;21430;"0.0";"100.0";
"18-2-4-1";"18-2-4";"e";"Administer";"Supreme Administrative Court";"05";21430;0;21430;"0.0";"100.0";
"18-3";"18";"c";"Task 18.3";"Sprawowanie wymiaru sprawiedliwości przez Supreme Court oraz działalność KRS";;82710;0;82710;"0.0";"100.0";
"18-3-1";"18-3";"d";"Subtask 18.3.1";"Judicial activity Sądu Najwyższego";;46681;0;46681;"0.0";"100.0";
"18-3-1-1";"18-3-1";"e";"Administer";"Supreme Court";"04";46681;0;46681;"0.0";"100.0";
"18-3-2";"18-3";"d";"Subtask 18.3.2";"Protection of independence of courts and independence of the judiciary";;11650;0;11650;"0.0";"100.0";
"18-3-2-1";"18-3-2";"e";"Administer";"National Council of the Judiciary";"52";11650;0;11650;"0.0";"100.0";
"18-3-4";"18-3";"d";"Subtask 18.3.4";"Ensuring organisational and technical conditions for the operation of courts";;24379;0;24379;"0.0";"100.0";
"18-3-4-1";"18-3-4";"e";"Administer";"Supreme Court";"04";24379;0;24379;"0.0";"100.0";
"18-4";"18";"c";"Task 18.4";"Execution of the penalty of deprivation of freedom or temporary detention";;2393879;16598;2377281;"0.69";"99.31";
"18-4-1";"18-4";"d";"Subtask 18.4.1";"Performance of statutory duties of operational units of the Corrections Officers";;2382438;16598;2365840;"0.7";"99.3";
"18-4-1-1";"18-4-1";"e";"Administer";"Ministry of Justice";"37";2382438;16598;2365840;"0.7";"99.3";
"18-4-2";"18-4";"d";"Subtask 18.4.2";"Implementation of the programme involving obtaining 17,000 places in the prison system organisational units";;0;0;0;0;0;
"18-4-2-1";"18-4-2";"e";"Administer";"Ministry of Justice";"37";0;0;0;0;0;
"18-4-3";"18-4";"d";"Subtask 18.4.3";"Electronic Surveillance System";;11441;0;11441;"0.0";"100.0";
"18-4-3-1";"18-4-3";"e";"Administer";"Ministry of Justice";"37";11441;0;11441;"0.0";"100.0";
"18-4-4";"18-4";"d";"Subtask 18.4.4";"Rehabilitation of the detailed by work";;0;0;0;0;0;
"18-4-4-1";"18-4-4";"e";"Administer";"Ministry of Justice";"37";0;0;0;0;0;
"18-4-5";"18-4";"d";"Subtask 18.4.5";"Providing assistance to detained persons, released from penitentiary and detention institutions, families to such persons, victims of the offence and their families";;0;0;0;0;0;
"18-4-5-1";"18-4-5";"e";"Administer";"Ministry of Justice";"37";0;0;0;0;0;
"18-5";"18";"c";"Task 18.5";"Counteraction against juvenile depravation and crime and creating conditions for recovering the young people to the normal life";;212192;4882;207310;"2.3";"97.7";
"18-5-1";"18-5";"d";"Subtask 18.5.1";"Activity of juvenile detention centres and  youth detention centres";;212192;4882;207310;"2.3";"97.7";
"18-5-1-1";"18-5-1";"e";"Administer";"Ministry of Justice";"37";212192;4882;207310;"2.3";"97.7";
"18-5-2";"18-5";"d";"Subtask 18.5.2";"Supervision of the process of juvenile rehabilitation";;0;0;0;0;0;
"18-5-2-1";"18-5-2";"e";"Administer";"Ministry of Justice";"37";0;0;0;0;0;
"18-6";"18";"c";"Task 18.6";"Informatization of operations and building information society";;262676;14247;248429;"5.42";"94.58";
"18-6-1";"18-6";"d";"Subtask 18.6.1";"Maintenance of IT systems";;139322;14247;125075;"10.23";"89.77";
"18-6-1-1";"18-6-1";"e";"Administer";"Supreme Administrative Court";"05";6402;0;6402;"0.0";"100.0";
"18-6-1-2";"18-6-1";"e";"Administer";"Ministry of Justice";"15";94752;0;94752;"0.0";"100.0";
"18-6-1-3";"18-6-1";"e";"Administer";"Ministry of Justice";"37";38168;14247;23921;"37.33";"62.67";
"18-6-2";"18-6";"d";"Subtask 18.6.2";"Construction and implementation of IT solutions";;123354;0;123354;"0.0";"100.0";
"18-6-2-1";"18-6-2";"e";"Administer";"Supreme Administrative Court";"05";3333;0;3333;"0.0";"100.0";
"18-6-2-2";"18-6-2";"e";"Administer";"Ministry of Justice";"15";110905;0;110905;"0.0";"100.0";
"18-6-2-3";"18-6-2";"e";"Administer";"Ministry of Justice";"37";9116;0;9116;"0.0";"100.0";
"19";;"b";"Function 19";"TRANSPORT INFRASTRUCTURE";;14654234;7719549;6934685;"52.68";"47.32";
"19-1";"19";"c";"Task 19.1";"Supporting road transport";;3586608;6602;3580006;"0.18";"99.82";
"19-1-1";"19-1";"d";"Subtask 19.1.1";"Construction and rebuilding of national roads";;640287;0;640287;"0.0";"100.0";
"19-1-1-1";"19-1-1";"e";"Administer";"Ministry of Infrastructure";"39";636227;0;636227;"0.0";"100.0";
"19-1-1-2";"19-1-1";"e";"Administer";"Voivodes";"85";4060;0;4060;"0.0";"100.0";
"19-1-2";"19-1";"d";"Subtask 19.1.2";"Maintenance and management of national roads network";;2001643;0;2001643;"0.0";"100.0";
"19-1-2-1";"19-1-2";"e";"Administer";"Ministry of Infrastructure";"39";2001643;0;2001643;"0.0";"100.0";
"19-1-3";"19-1";"d";"Subtask 19.1.3";"Ensuring safety to road network users";;441034;6602;434432;"1.5";"98.5";
"19-1-3-1";"19-1-3";"e";"Administer";"Ministry of Infrastructure";"39";295454;6602;288852;"2.23";"97.77";
"19-1-3-2";"19-1-3";"e";"Administer";"Voivodes";"85";145580;0;145580;"0.0";"100.0";
"19-1-4";"19-1";"d";"Subtask 19.1.4";"Creating conditions for road transport development";;500222;0;500222;"0.0";"100.0";
"19-1-4-1";"19-1-4";"e";"Administer";"Ministry of Infrastructure";"39";5197;0;5197;"0.0";"100.0";
"19-1-4-2";"19-1-4";"e";"Administer";"Voivodes";"85";495025;0;495025;"0.0";"100.0";
